Date,Item,Quantity,Amount,Status
2026-05-09 18:50:01.724602,OTO PAR  5 WALA,1.0,Rs 200.00,#14832
2026-05-09 18:42:28.525990,OTO PAR  5 WALA,1.0,Rs 200.00,#14831
2026-05-09 18:42:20.158720,H POWER SHAFI PLUS 15W,2.0,Rs 800.00,#14830
2026-05-09 18:38:59.839267,H POWER SHAFI PLUS 15W,2.0,Rs 800.00,#14829
2026-05-09 18:35:10.753143,ME&MY L DIAPERS,1.0,Rs 1950.00,#14828
2026-05-09 18:35:10.753143,WATER SILK TISSUE,1.0,Rs 440.00,#14828
2026-05-09 18:35:02.959817,BALINO MOTOR shibo,1.0,Rs 1100.00,#14827
2026-05-09 18:34:57.488707,ZS BABA 10AMP CHARGER,1.0,Rs 1500.00,#14826
2026-05-09 18:31:37.104570,DUMY PRODUCT 2,2.0,Rs 2000.00,#14825
2026-05-09 18:31:33.690643,SCALE ORG CF516BLE,1.0,Rs 3300.00,#14824
2026-05-09 18:30:54.643768,OTO PAR  5 WALA,1.0,Rs 200.00,#14823
2026-05-09 18:30:54.643768,DUMY PRODUCT 2,1.0,Rs 200.00,#14823
2026-05-09 18:28:39.265114,COBA TORCH CB1658,1.0,Rs 1100.00,#14822
2026-05-09 18:24:17.700757,BALINO MOTOR shibo,1.0,Rs 1100.00,#14821
2026-05-09 18:22:44.175017,AT GAS MACHINE 3000G,1.0,Rs 2100.00,#14820
2026-05-09 18:21:26.023264,CRI CRI INSECT KILLER CC6W,1.0,Rs 2000.00,#14819
2026-05-09 18:21:26.023264,MILAT INSECT KILLER 813 BULB,1.0,Rs 350.00,#14819
2026-05-09 18:17:32.190643,MORTEIN REFILL,1.0,Rs 260.00,#14818
2026-05-09 18:16:15.363490,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14817
2026-05-09 18:15:38.067586,H POWER SHAFI PLUS 15W,1.0,Rs 340.00,#14816
2026-05-09 18:13:11.690580,Olivia Hair Colour 12,1.0,Rs 250.00,#14815
2026-05-09 18:12:39.128097,OTO PAR  5 WALA,1.0,Rs 200.00,#14814
2026-05-09 18:07:41.800018,FAIR LOVELY CREAM  IND,1.0,Rs 300.00,#14813
2026-05-09 18:07:41.800018,INSECT AGAR BATI,1.0,Rs 100.00,#14813
2026-05-09 18:07:41.800018,SADAF TISSUE BOX,1.0,Rs 100.00,#14813
2026-05-09 18:04:31.557721,H POWER SUPPLY DIMMMER,1.0,Rs 1250.00,#14812
2026-05-09 18:02:46.190640,REMMY SILVER BS,1.0,Rs 820.00,#14811
2026-05-09 18:01:58.566444,MONILEX JUG WHITE,1.0,Rs 500.00,#14810
2026-05-09 17:58:04.170049,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14809
2026-05-09 17:55:36.215729,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14808
2026-05-09 17:54:00.312047,H POWER AC 40W,1.0,Rs 700.00,#14807
2026-05-09 17:52:10.472626,DC MOTOR 775,1.0,Rs 500.00,#14806
2026-05-09 17:51:49.944172,F1 F2 REMOTE RECIVER,1.0,Rs 180.00,#14805
2026-05-09 17:48:52.649212,H POWER 25W DC,1.0,Rs 550.00,#14803
2026-05-09 17:48:12.112518,MINI FAN MJ160A,1.0,Rs 600.00,#14802
2026-05-09 17:46:26.345815,BALINO MOTOR shibo,1.0,Rs 1100.00,#14801
2026-05-09 17:46:14.487518,FA ROLL ON MYSTIC M 50ML,1.0,Rs 370.00,#14800
2026-05-09 17:45:17.721893,CONTROLLER 10A,1.0,Rs 800.00,#14799
2026-05-09 17:43:49.930133,CONTROLLER 10A,1.0,Rs 850.00,#14798
2026-05-09 17:41:13.962701,DC MOVING MOTOR,2.0,Rs 400.00,#14797
2026-05-09 17:40:42.221893,MILAT INSECT KILLER 813 BULB,1.0,Rs 350.00,#14796
2026-05-09 17:40:42.221893,BELINI COLOR MEDIUM BROWN,2.0,Rs 140.00,#14796
2026-05-09 17:40:42.221893,POWER STAR AAA,2.0,Rs 50.00,#14796
2026-05-09 17:37:24.187669,MILAT INSECT KILLER 813 BULB,1.0,Rs 350.00,#14795
2026-05-09 17:36:14.487518,GOOD BABY M,1.0,Rs 1650.00,#14794
2026-05-09 17:30:31.675018,RAHAT PAMPER XL 10,3.0,Rs 2550.00,#14793
2026-05-09 17:30:07.037243,BALINO MOTOR shibo,1.0,Rs 1100.00,#14792
2026-05-09 17:24:28.162086,BALINO MOTOR shibo,1.0,Rs 1100.00,#14791
2026-05-09 17:24:28.162086,dc wire,4.0,Rs 160.00,#14791
2026-05-09 17:24:28.162086,T SET COOLER,1.0,Rs 50.00,#14791
2026-05-09 17:21:22.622815,DC MOVING MOTOR,1.0,Rs 200.00,#14790
2026-05-09 17:15:54.543899,BALINO MOTOR shibo,1.0,Rs 1100.00,#14789
2026-05-09 17:13:12.720735,COOLER PIPE,1.0,Rs 50.00,#14788
2026-05-09 17:10:56.929124,COOLER SUPPLY L,1.0,Rs 1400.00,#14787
2026-05-09 17:05:42.378092,BEN10 TISSUE,6.0,Rs 900.00,#14786
2026-05-09 17:05:42.378092,WATER SILK TISSUE,2.0,Rs 1100.00,#14786
2026-05-09 17:05:42.378092,TREET PLATINUM TOWER BLADE,20.0,Rs 1650.00,#14786
2026-05-09 17:05:42.378092,NOSE STRIP VEET 5PC S,2.0,Rs 400.00,#14786
2026-05-09 17:03:16.489652,EASTERN DC-DC CONVERTER 30A ESDC30A,1.0,Rs 3800.00,#14785
2026-05-09 17:03:16.489652,DC COOLER PAR,1.0,Rs 200.00,#14785
2026-05-09 17:03:16.489652,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14785
2026-05-09 16:54:10.468652,H POWER SHAFI PLUS 15W,2.0,Rs 800.00,#14784
2026-05-09 16:51:31.764889,COMPUTER SUPPLY,1.0,Rs 2200.00,#14783
2026-05-09 16:49:55.157331,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14782
2026-05-09 16:46:35.290160,BALINO MOTOR shibo,1.0,Rs 1100.00,#14781
2026-05-09 16:46:35.290160,BED SWITCH 6A,1.0,Rs 50.00,#14781
2026-05-09 16:46:35.290160,dumy 32,1.0,Rs 75.00,#14781
2026-05-09 16:38:33.817504,DAT TORCH DT-811-2 single,1.0,Rs 1100.00,#14780
2026-05-09 16:38:33.817504,HG DUE 400B RECHARGEABLE LIGHT,1.0,Rs 1800.00,#14780
2026-05-09 16:36:48.607377,SOGO BATTERY JPN-750 6V 4.5A,1.0,Rs 1250.00,#14779
2026-05-09 16:36:48.607377,GSL BATTERY 4V4A,1.0,Rs 850.00,#14779
2026-05-09 16:33:58.904912,COOLER SUPPLY L,1.0,Rs 1400.00,#14778
2026-05-09 16:30:00.509514,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14777
2026-05-09 16:30:00.509514,OTO DC PAR 3 WALA,1.0,Rs 200.00,#14777
2026-05-09 16:30:00.509514,BALINO RING,1.0,Rs 50.00,#14777
2026-05-09 16:28:42.353196,DERMACOS SCRUB,1.0,Rs 495.00,#14776
2026-05-09 16:28:42.353196,DERMACOS H C,1.0,Rs 530.00,#14776
2026-05-09 16:28:42.353196,DERMACOS GREY CREAM 200G,1.0,Rs 440.00,#14776
2026-05-09 16:28:42.353196,DERMACOS GREY LOTION 200ML,1.0,Rs 390.00,#14776
2026-05-09 16:28:42.353196,DERMACOS  SMOOTHING TONER 200ML,1.0,Rs 370.00,#14776
2026-05-09 16:28:42.353196,NOVA GOLD SPRAY S,1.0,Rs 390.00,#14776
2026-05-09 16:22:20.034345,555 SKIN CLEANER,2.0,Rs 360.00,#14775
2026-05-09 16:22:20.034345,SHAVING GEL LARGE,2.0,Rs 400.00,#14775
2026-05-09 16:22:20.034345,PRO500 BLADE,1.0,Rs 600.00,#14775
2026-05-09 16:22:20.034345,WATER SILK TISSUE,1.0,Rs 550.00,#14775
2026-05-09 16:22:20.034345,GOLDEN PEARL SCRUB,1.0,Rs 340.00,#14775
2026-05-09 16:21:40.251272,PHILPHS CHARGING FAN,1.0,Rs 9700.00,#14774
2026-05-09 16:19:40.507754,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14773
2026-05-09 16:14:23.180406,MILAT INSECT KILLER 813 BULB,1.0,Rs 350.00,#14772
2026-05-09 16:09:45.453402,CRI CRI RACKET,1.0,Rs 1700.00,#14771
2026-05-09 16:06:47.039970,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14770
2026-05-09 16:06:47.039970,COOLER GRILL 18,1.0,Rs 850.00,#14770
2026-05-09 16:05:56.355487,CB M MEGA 72,1.0,Rs 2050.00,#14769
2026-05-09 16:04:41.984428,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14768
2026-05-09 16:04:41.984428,COMMAX  LED BULB B22 12W,1.0,Rs 130.00,#14768
2026-05-09 16:00:57.503065,RUILANG EMERGENCY LIGHT RL 6006,1.0,Rs 400.00,#14767
2026-05-09 16:00:40.303344,MILAT INSECT KILLER 813 BULB,1.0,Rs 350.00,#14766
2026-05-09 15:56:53.570839,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14765
2026-05-09 15:44:02.604915,JAPANI MOTOR,1.0,Rs 1900.00,#14764
2026-05-09 15:44:02.604915,BALINO MOTOR shibo,1.0,Rs 1100.00,#14764
2026-05-09 15:44:02.604915,COOLER SUPPLY L,1.0,Rs 1400.00,#14764
2026-05-09 15:44:02.604915,H POWER SHAFI PLUS 15W,2.0,Rs 800.00,#14764
2026-05-09 15:44:02.604915,OTO PAR  5 WALA,1.0,Rs 200.00,#14764
2026-05-09 15:44:02.604915,COOLER PAR STEEL,1.0,Rs 400.00,#14764
2026-05-09 15:37:53.510128,FRUIT VINIGER COLOR DB,1.0,Rs 1000.00,#14763
2026-05-09 15:37:53.510128,APPLE COLOR D.B BLACK 500ML,1.0,Rs 2250.00,#14763
2026-05-09 15:35:21.012406,775 FULL DC FAN,1.0,Rs 700.00,#14762
2026-05-09 15:32:41.288907,SMART BATTERY  CONTROLLER 40AMP,1.0,Rs 2200.00,#14761
2026-05-09 15:32:41.288907,AC DC CIRCUT hp,1.0,Rs 1300.00,#14761
2026-05-09 15:32:41.288907,DP LIGHT 9034B,1.0,Rs 750.00,#14761
2026-05-09 15:26:57.352562,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14760
2026-05-09 15:26:57.352562,BALINO MOTOR shibo,1.0,Rs 1100.00,#14760
2026-05-09 15:09:49.773370,MS MOTOR 7020 NOWAKE,1.0,Rs 1050.00,#14759
2026-05-09 15:08:44.278110,GT DC BULB 18 W,1.0,Rs 240.00,#14758
2026-05-09 15:08:44.278110,HMA CONVERTOR HOLDER PIN TO CHUREI,1.0,Rs 50.00,#14758
2026-05-09 15:08:12.183612,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14757
2026-05-09 15:02:45.886737,WORLD WIDE WIRE 4MM,15.0,Rs 3750.00,#14756
2026-05-09 15:02:45.886737,SA FAN AC DC,1.0,Rs 8000.00,#14756
2026-05-09 15:02:45.886737,OTO DC PAR 3 WALA,1.0,Rs 200.00,#14756
2026-05-09 15:02:45.886737,SMART BATTERY CHARGER 50A 032,1.0,Rs 2900.00,#14756
2026-05-09 15:00:27.627458,PARMOUNT 50W,1.0,Rs 880.00,#14755
2026-05-09 14:59:57.983612,KEMEI 3IN1 6330,1.0,Rs 1600.00,#14754
2026-05-09 14:52:22.421084,Coba LED Flashlight With USB Charging,1.0,Rs 2800.00,#14753
2026-05-09 14:50:52.254747,MULTI FUNCTION HAND PUSHING COOKER P32 2.0L,1.0,Rs 900.00,#14752
2026-05-09 14:48:22.967987,CB M JUMBO 88,1.0,Rs 2550.00,#14750
2026-05-09 14:44:39.030487,SMART BATTERY CHARGER 50A 032,1.0,Rs 2800.00,#14749
2026-05-09 14:44:39.030487,SOLAR BOX LOCAL 3048,2.0,Rs 540.00,#14749
2026-05-09 14:44:39.030487,BABY COOLER PAR,1.0,Rs 80.00,#14749
2026-05-09 14:44:39.030487,CHUNTI 250A,1.0,Rs 100.00,#14749
2026-05-09 14:44:39.030487,PAK ASIA FAN,1.0,Rs 7000.00,#14749
2026-05-09 14:42:58.479192,CB L JUMBO 80,1.0,Rs 2550.00,#14748
2026-05-09 14:32:35.390465,DC MOVING MOTOR,2.0,Rs 400.00,#14747
2026-05-09 14:25:25.770167,VEN DENS POWER BANK 20000AMH VDPB059,1.0,Rs 3300.00,#14746
2026-05-09 14:21:53.770152,MINI FAN 6834,2.0,Rs 1000.00,#14745
2026-05-09 14:20:36.895214,COOLER SUPPLY L,1.0,Rs 1400.00,#14744
2026-05-09 14:18:59.285839,KEMEI 3IN1 6330,1.0,Rs 1600.00,#14743
2026-05-09 14:12:11.631021,AMIN DC IRON AT-3,1.0,Rs 2000.00,#14742
2026-05-09 14:12:02.238900,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14741
2026-05-09 14:09:59.973339,NATURAL CAR TISSUE,1.0,Rs 350.00,#14740
2026-05-09 13:51:54.379542,PHILPHS CHARGING FAN,1.0,Rs 9500.00,#14739
2026-05-09 13:51:48.876804,BALINO MOTOR shibo,1.0,Rs 1100.00,#14738
2026-05-09 13:48:06.087534,NANA XL JUMBO 5 48P,1.0,Rs 1850.00,#14737
2026-05-09 13:47:56.134411,CB L MEGA 64,1.0,Rs 2050.00,#14736
2026-05-09 13:41:35.650034,MINI FAN 8502,3.0,Rs 2700.00,#14735
2026-05-09 13:41:18.603160,BLACK COBRA SPRAY,1.0,Rs 370.00,#14734
2026-05-09 13:40:26.219823,OPK EXTENSION LED A49,1.0,Rs 1250.00,#14733
2026-05-09 13:35:25.420983,THERMAL INSULATION CUP SUS316 800ML,1.0,Rs 1100.00,#14732
2026-05-09 13:32:17.374010,H POWER 25W,1.0,Rs 550.00,#14731
2026-05-09 13:29:12.782430,SUFI SUPPLY 70495,1.0,Rs 950.00,#14730
2026-05-09 13:28:34.212534,RAHAT PAMPER XL 10,2.0,Rs 1700.00,#14729
2026-05-09 13:25:03.228096,MILAT INSECT KILLER 813 BULB,1.0,Rs 350.00,#14728
2026-05-09 13:22:31.937754,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14727
2026-05-09 13:22:31.937754,CARBON L,1.0,Rs 80.00,#14727
2026-05-09 13:18:07.338060,DC MOVING MOTOR,1.0,Rs 200.00,#14726
2026-05-09 13:18:07.338060,DUMY PRODUCT 2,1.0,Rs 80.00,#14726
2026-05-09 13:12:36.401750,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14725
2026-05-09 13:11:38.337492,COOLER GRILL 20,1.0,Rs 900.00,#14724
2026-05-09 13:08:57.602386,PWM BATTERY CONTROLLER 30A,1.0,Rs 1600.00,#14723
2026-05-09 13:08:36.434729,SA FAN AC DC,1.0,Rs 7800.00,#14722
2026-05-09 13:03:23.353159,STEEL FAN 7757,1.0,Rs 1100.00,#14721
2026-05-09 13:03:23.353159,MINI FAN MJ160A,1.0,Rs 600.00,#14721
2026-05-09 13:01:57.043982,PARAMOUNT LED BULB 18W 20W,1.0,Rs 250.00,#14720
2026-05-09 13:01:13.462485,CB NB ECONOMY 52,1.0,Rs 1350.00,#14719
2026-05-09 13:01:13.462485,CARE BABY WIPES,1.0,Rs 150.00,#14719
2026-05-09 12:58:29.368784,SA FAN AC DC,1.0,Rs 7500.00,#14718
2026-05-09 12:58:29.368784,HU ROD 1/12,1.0,Rs 280.00,#14718
2026-05-09 12:58:00.948644,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14717
2026-05-09 12:57:38.837488,COOKER RUBBER MAGESTIC,1.0,Rs 180.00,#14716
2026-05-09 12:56:27.728160,COOLER SUPPLY L,1.0,Rs 1400.00,#14715
2026-05-09 12:56:27.728160,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14715
2026-05-09 12:54:21.303490,SUFI SUPPLY 70495,1.0,Rs 950.00,#14714
2026-05-09 12:54:21.303490,775 FULL DC FAN,1.0,Rs 750.00,#14714
2026-05-09 12:52:18.759409,CB NB ECONOMY 52,1.0,Rs 1350.00,#14713
2026-05-09 12:51:28.712534,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14712
2026-05-09 12:51:08.554288,MECLAY LONDON 360ML,1.0,Rs 640.00,#14711
2026-05-09 12:51:08.554288,MILAT INSECT KILLER 813 BULB,1.0,Rs 350.00,#14711
2026-05-09 12:51:08.554288,COMMAX  LED BULB B22 12W,1.0,Rs 130.00,#14711
2026-05-09 12:49:05.785577,HITCO WATCH,2.0,Rs 4800.00,#14710
2026-05-09 12:49:05.785577,DUMY PRODUCT 2,1.0,Rs 1950.00,#14710
2026-05-09 12:48:07.962535,TV REMOTE CT 9922,1.0,Rs 200.00,#14709
2026-05-09 12:47:42.087507,TV REMOTE CT 9922,1.0,Rs 300.00,#14708
2026-05-09 12:43:25.596604,H POWER SHAFI PLUS 15W,2.0,Rs 800.00,#14707
2026-05-09 12:43:25.596604,SOGO BATTERY JPN-750 6V 4.5A,1.0,Rs 1300.00,#14707
2026-05-09 12:38:49.768519,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14706
2026-05-09 12:27:01.889204,CHARGING FANS S,1.0,Rs 7000.00,#14705
2026-05-09 12:21:57.708065,H POWER AC 40W,1.0,Rs 700.00,#14704
2026-05-09 12:06:16.337245,BALINO MOTOR shibo,1.0,Rs 1100.00,#14703
2026-05-09 12:06:16.337245,SOLAR BOX AQK3048,1.0,Rs 300.00,#14703
2026-05-09 12:02:50.351950,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14702
2026-05-09 12:00:43.474854,SOLAR BOX LOCAL 3048,1.0,Rs 270.00,#14701
2026-05-09 12:00:43.474854,baleno motor,1.0,Rs 1100.00,#14701
2026-05-09 12:00:19.592329,AFTER SHAVE BARRI,1.0,Rs 250.00,#14700
2026-05-09 11:54:44.082421,H POWER 25W,1.0,Rs 550.00,#14699
2026-05-09 11:53:53.025824,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14698
2026-05-09 11:53:18.497814,SA FAN AC DC,1.0,Rs 7800.00,#14697
2026-05-09 11:50:44.292379,775 FULL DC FAN,1.0,Rs 800.00,#14696
2026-05-09 11:50:44.292379,DUMY PRODUCT 2,1.0,Rs 150.00,#14696
2026-05-09 11:49:53.864942,BALINO MOTOR shibo,1.0,Rs 1100.00,#14695
2026-05-09 11:49:53.864942,dc cooler button,3.0,Rs 210.00,#14695
2026-05-09 11:49:53.864942,TAPE,1.0,Rs 50.00,#14695
2026-05-09 11:49:53.864942,dc wire,8.0,Rs 320.00,#14695
2026-05-09 11:47:44.389045,OTO DC PAR 3 WALA,1.0,Rs 200.00,#14694
2026-05-09 11:47:44.389045,AC SILICON PAR,1.0,Rs 400.00,#14694
2026-05-09 11:45:27.971602,SHAVING BRUSH 8087,1.0,Rs 200.00,#14693
2026-05-09 11:44:43.048969,SHAVING BRUSH 8087,1.0,Rs 200.00,#14692
2026-05-09 11:41:50.295500,arman cooler supply,1.0,Rs 1800.00,#14691
2026-05-09 11:41:28.170502,SHAVING GEL SMALL,2.0,Rs 260.00,#14690
2026-05-09 11:40:45.264250,H POWER 25W,1.0,Rs 550.00,#14689
2026-05-09 11:40:28.740453,H POWER 25W DC,1.0,Rs 550.00,#14688
2026-05-09 11:40:07.779874,H POWER SUPPLY IP43 300W,1.0,Rs 2000.00,#14687
2026-05-09 11:40:07.779874,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14687
2026-05-09 11:32:28.123625,MILAT INSECT KILLER 813 BULB,1.0,Rs 350.00,#14686
2026-05-09 11:32:28.123625,DEURON CHOPPER DN813,1.0,Rs 10300.00,#14686
2026-05-09 11:31:11.641268,HANNOVER iron ssg 1717,1.0,Rs 5000.00,#14685
2026-05-09 11:31:11.641268,AC DC CIRCUT hp,1.0,Rs 1200.00,#14685
2026-05-09 11:30:00.771434,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14684
2026-05-09 11:29:31.316437,DC MOVING MOTOR,2.0,Rs 400.00,#14683
2026-05-09 11:29:18.632911,JAPANI MOTOR,1.0,Rs 2000.00,#14682
2026-05-09 11:28:23.449453,COOLER SUPPLY L,1.0,Rs 1400.00,#14681
2026-05-09 11:24:07.222686,SA FAN AC DC,1.0,Rs 8000.00,#14680
2026-05-09 11:22:53.176477,ITEL AC FAN,1.0,Rs 11000.00,#14679
2026-05-09 11:22:53.176477,Test Product 1764167257.274459,1.0,Rs 450.00,#14679
2026-05-09 11:22:53.176477,AL IMRAN MULTI PLUG BAKELITE,1.0,Rs 100.00,#14679
2026-05-09 11:11:48.351457,GEEPASS CHARGER 1.5V TO 12V,1.0,Rs 250.00,#14678
2026-05-09 11:11:03.510989,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14677
2026-05-09 11:08:07.039339,HT DC LIGHT S3,1.0,Rs 130.00,#14675
2026-05-09 11:06:45.509823,T SET COOLER,1.0,Rs 80.00,#14674
2026-05-09 11:04:03.041377,JAPANI MOTOR,1.0,Rs 2000.00,#14673
2026-05-09 11:04:03.041377,arman cooler supply,1.0,Rs 1800.00,#14673
2026-05-09 11:04:03.041377,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#14673
2026-05-09 11:04:03.041377,DC MOVING MOTOR,1.0,Rs 200.00,#14673
2026-05-09 11:04:03.041377,COOLER PIPE,1.0,Rs 50.00,#14673
2026-05-09 11:04:03.041377,COOLER PAR STEEL,1.0,Rs 400.00,#14673
2026-05-09 11:04:03.041377,dc wire,8.0,Rs 320.00,#14673
2026-05-09 11:04:03.041377,BALINO RING,1.0,Rs 50.00,#14673
2026-05-09 11:04:03.041377,dumy 32,3.0,Rs 210.00,#14673
2026-05-09 10:56:39.900448,DEEP CLEASNING STRIP 5PCS,1.0,Rs 200.00,#14672
2026-05-09 10:56:02.494134,WATER SILK TISSUE,1.0,Rs 550.00,#14671
2026-05-09 10:56:02.494134,BEN10 TISSUE,2.0,Rs 300.00,#14671
2026-05-09 10:55:27.119198,PANASONIC JUICER MJ176 3 IN 1,1.0,Rs 6000.00,#14670
2026-05-09 10:46:05.634777,SHAVE BODY,5.0,Rs 500.00,#14669
2026-05-09 10:44:23.556697,GT DC BULB 12W,2.0,Rs 300.00,#14668
2026-05-09 10:44:00.064206,MILLAT INSECT KILLER 314,1.0,Rs 320.00,#14667
2026-05-09 10:43:57.650403,MILLAT INSECT KILLER 314,1.0,Rs 320.00,#14666
2026-05-09 10:41:26.681651,COOLER GRILL 20,1.0,Rs 900.00,#14665
2026-05-09 10:41:26.681651,DUMY PRODUCT 2,1.0,Rs 90.00,#14665
2026-05-09 10:40:49.387841,H POWER 25W,1.0,Rs 550.00,#14664
2026-05-09 10:40:13.535262,SUOER INVERTER 1000A,1.0,Rs 4000.00,#14663
2026-05-09 10:30:26.260896,COOLER SUPPLY L,1.0,Rs 1400.00,#14662
2026-05-09 10:30:26.260896,SJ MALE FEMALE,1.0,Rs 120.00,#14662
2026-05-09 10:28:54.356590,wax beans shashy,1.0,Rs 280.00,#14661
2026-05-09 10:28:54.356590,SHAVING GEL SMALL,1.0,Rs 130.00,#14661
2026-05-09 10:28:54.356590,TREET PLATINUM TOWER BLADE,1.0,Rs 85.00,#14661
2026-05-09 10:28:54.356590,TREE CITY WAX,1.0,Rs 350.00,#14661
2026-05-09 10:28:54.356590,BEN10 TISSUE,1.0,Rs 150.00,#14661
2026-05-09 10:26:40.794046,AURA NIPPLE SMALL,1.0,Rs 80.00,#14660
2026-05-09 10:26:40.794046,INSECT AGAR BATI,1.0,Rs 100.00,#14660
2026-05-09 10:25:20.012841,LICEHN COLOR BLACK SACHET,10.0,Rs 630.00,#14659
2026-05-09 10:25:20.012841,LICHEN GEL BLACK,10.0,Rs 800.00,#14659
2026-05-09 10:22:36.910824,Olivia Hair Colour 02,1.0,Rs 250.00,#14658
2026-05-09 10:19:26.051449,MEAT MACHINE MANUAL 12,1.0,Rs 3200.00,#14657
2026-05-09 10:15:38.505720,BALINO MOTOR shibo,6.0,Rs 6000.00,#14656
2026-05-09 10:09:16.599066,GSL BATTERY 6V5A,1.0,Rs 950.00,#14655
2026-05-09 10:07:11.223324,DC MOVING MOTOR,2.0,Rs 400.00,#14654
2026-05-09 10:07:11.223324,BALINO DAQAN,1.0,Rs 300.00,#14654
2026-05-09 10:04:58.645200,TECARTO WATCH,1.0,Rs 2900.00,#14653
2026-05-09 10:02:07.811778,DC MOVING MOTOR,1.0,Rs 200.00,#14652
2026-05-09 09:58:11.895200,KLIENEX JUMBO ROLL,1.0,Rs 330.00,#14651
2026-05-09 09:43:29.378895,Olivia Hair Colour 01,1.0,Rs 250.00,#14650
2026-05-09 09:43:22.316351,RUTAN PUMP 24V,1.0,Rs 11500.00,#14649
2026-05-09 09:39:16.442813,AC DC CIRCUT hp,1.0,Rs 1200.00,#14648
2026-05-09 09:39:16.442813,KEMEI 3IN1 6330,1.0,Rs 1600.00,#14648
2026-05-07 20:04:41.175196,PALMOLIVE SOAP GREEN,3.0,Rs 435.00,#14647
2026-05-07 20:04:41.175196,PALMOLIVE SOAP FLAWLESS GLOW,1.0,Rs 140.00,#14647
2026-05-07 20:04:41.175196,RAHAT SOAP 125G BLACK,6.0,Rs 600.00,#14647
2026-05-07 19:51:48.456509,BALINO MOTOR shibo,1.0,Rs 1100.00,#14646
2026-05-07 19:51:48.456509,OTO DC PAR 3 WALA,1.0,Rs 200.00,#14646
2026-05-07 19:51:39.891332,STEEL FAN 7756,1.0,Rs 900.00,#14645
2026-05-07 19:45:09.867345,CB XXL ECONOMY 30,1.0,Rs 1350.00,#14644
2026-05-07 19:43:59.414219,CB NB ECONOMY 52,1.0,Rs 1350.00,#14643
2026-05-07 19:43:59.414219,care baby wipes,6.0,Rs 900.00,#14643
2026-05-07 19:43:59.414219,INSECT AGAR BATI,1.0,Rs 100.00,#14643
2026-05-07 19:43:59.414219,GOORAL TOOTH BRUSH,1.0,Rs 130.00,#14643
2026-05-07 19:43:32.311246,SA FAN AC DC,1.0,Rs 7500.00,#14642
2026-05-07 19:26:55.089678,REVELON HAIR COLOUR 50,1.0,Rs 650.00,#14641
2026-05-07 19:26:32.917854,OXFORD LATHER SHAVING CREAM,1.0,Rs 180.00,#14640
2026-05-07 19:26:32.917854,T10 BLADE,1.0,Rs 280.00,#14640
2026-05-07 19:24:36.886604,CB M JUMBO 88,1.0,Rs 2550.00,#14639
2026-05-07 19:24:26.339729,MI POWER BANK COPY 20000mAh+,1.0,Rs 1800.00,#14638
2026-05-07 19:24:20.185374,RSD SOLAR CONTROLLAR 30A,1.0,Rs 1600.00,#14637
2026-05-07 19:23:19.401383,BALINO MOTOR shibo,1.0,Rs 1100.00,#14636
2026-05-07 19:22:34.964729,CB XXL ECONOMY 30,1.0,Rs 1350.00,#14635
2026-05-07 19:22:34.964729,CARE BABY WIPES,1.0,Rs 150.00,#14635
2026-05-07 19:20:18.995979,CB XL JUMBO 72,1.0,Rs 2550.00,#14634
2026-05-07 19:17:20.186428,DAILING TRIMMER DL128,1.0,Rs 1300.00,#14633
2026-05-07 19:14:08.027231,CARE BABY WIPES,1.0,Rs 150.00,#14632
2026-05-07 19:14:08.027231,DUMY PRODUCT 2,1.0,Rs 250.00,#14632
2026-05-07 19:13:47.083503,BALINO MOTOR shibo,1.0,Rs 1100.00,#14631
2026-05-07 19:07:49.727298,BALINO MOTOR shibo,1.0,Rs 1100.00,#14630
2026-05-07 19:04:10.699104,GAS MACHINE 6000G,1.0,Rs 1100.00,#14629
2026-05-07 19:03:11.773645,SILVER CREST JUICER 2 IN 1 SC1589,1.0,Rs 5000.00,#14628
2026-05-07 19:03:02.261540,LOCAL KETTLE 2LTR,1.0,Rs 1100.00,#14627
