Date,Item,Quantity,Amount,Status
2026-01-19 18:48:20.802611,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1719
2026-01-19 18:34:59.615901,RUILANG EMERGENCY LIGHT RL 6006,1.0,Rs 400.00,#1718
2026-01-19 18:33:25.339337,SOGO 10W T5 LED EMERGENCY LIGHT,1.0,Rs 530.00,#1717
2026-01-19 18:25:12.611633,LED CHARGING BULB FAE-3920,10.0,Rs 6100.00,#1716
2026-01-19 18:25:12.611633,HG DUE 400B RECHARGEABLE LIGHT,1.0,Rs 1500.00,#1716
2026-01-19 18:24:31.957314,LED CHARGING BULB FAE-3920,10.0,Rs 7000.00,#1715
2026-01-19 18:24:31.957314,HG DUE 400B RECHARGEABLE LIGHT,1.0,Rs 1500.00,#1715
2026-01-19 18:22:47.483487,RUILANG EMERGENCY LIGHT RL 6006,1.0,Rs 400.00,#1714
2026-01-19 18:20:46.062873,[REFUND] ANOLEC EMERGENCY BATTERY AL-6600,-2.0,Rs -52000.00,REFUND #1713
2026-01-19 18:20:16.186071,[REFUND] LED CHARGING BULB FAE-3920,-3.0,Rs -2100.00,REFUND #1712
2026-01-19 18:19:20.801092,ANOLEC EMERGENCY BATTERY AL-6600,1.0,Rs 2600.00,#1711
2026-01-19 18:18:49.107173,ANOLEC EMERGENCY BATTERY AL-6600,2.0,Rs 52000.00,#1710
2026-01-19 18:18:22.256666,LED CHARGING BULB FAE-3920,3.0,Rs 2100.00,#1709
2026-01-19 18:16:59.186768,RULANG RL130 131,1.0,Rs 750.00,#1708
2026-01-19 18:08:03.137563,HG RECHARGABLE LIGHT 500B,1.0,Rs 2000.00,#1707
2026-01-19 18:00:44.776710,LED CHARGING BULB FAE-3920,3.0,Rs 2100.00,#1706
2026-01-19 17:50:28.546015,HOPES RECHARGABLE LIGHT H412,1.0,Rs 650.00,#1705
2026-01-19 17:49:28.446032,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1704
2026-01-19 17:47:06.973402,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1703
2026-01-19 17:45:32.700354,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1702
2026-01-19 17:37:45.597573,GEEPASS CHARGER 1.5V TO 12V,1.0,Rs 250.00,#1701
2026-01-19 17:37:45.597573,SD8672 FLASHLIGHT,1.0,Rs 250.00,#1701
2026-01-19 17:27:27.218508,HEATER U ROD 900W,1.0,Rs 380.00,#1700
2026-01-19 17:24:56.617717,EMERGENCY BULB 5W 005,2.0,Rs 2800.00,#1699
2026-01-19 17:24:56.617717,LED CHARGING BULB FAE-3920,2.0,Rs 1300.00,#1699
2026-01-19 17:22:19.743980,F9 ROD ORIGINAL,1.0,Rs 950.00,#1698
2026-01-19 17:13:21.010696,BLUE PATRI CHAKOR LIGHT SMALL,1.0,Rs 160.00,#1697
2026-01-19 17:10:16.463624,GEEPASS CHARGER 1.5V TO 12V,1.0,Rs 250.00,#1696
2026-01-19 17:09:38.917941,CARE BABY M JUMBO 88,4.0,Rs 8920.00,#1695
2026-01-19 17:09:38.917941,CARE BABY XL JUMBO 72,8.0,Rs 17840.00,#1695
2026-01-19 17:09:38.917941,CARE BABY XXL JUMBO 60,4.0,Rs 8920.00,#1695
2026-01-19 17:09:38.917941,CARE BABY L MEGA 64,4.0,Rs 7040.00,#1695
2026-01-19 17:06:10.625200,LOCAL KETTLE 2LTR,1.0,Rs 1100.00,#1694
2026-01-19 17:05:25.986992,CARE BABY NB ECONOMY 52,8.0,Rs 9600.00,#1693
2026-01-19 16:55:32.278114,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1692
2026-01-19 16:53:00.907231,SOGO BATTERY JPN-750 6V 4.5A,1.0,Rs 1300.00,#1691
2026-01-19 16:51:14.649119,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1690
2026-01-19 16:39:27.695367,HAYAT WATER ROD 1200W,1.0,Rs 350.00,#1689
2026-01-19 16:08:59.222244,AMIN DC CHARGER AT46,1.0,Rs 250.00,#1688
2026-01-19 15:49:30.360670,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1687
2026-01-19 15:20:52.404664,HOPES RECHARGABLE LIGHT H412,1.0,Rs 650.00,#1686
2026-01-19 15:12:02.391604,GEEPASS CHARGER 1.5V TO 12V,1.0,Rs 250.00,#1685
2026-01-19 15:11:16.007878,CARE BABY L JUMBO 80,4.0,Rs 8920.00,#1684
2026-01-19 15:11:16.007878,CARE BABY XL JUMBO 72,4.0,Rs 8920.00,#1684
2026-01-19 15:11:16.007878,CARE BABY L ECONOMY 40,4.0,Rs 4800.00,#1684
2026-01-19 15:11:16.007878,CARE BABY M ECONOMY 44,2.0,Rs 2400.00,#1684
2026-01-19 15:11:16.007878,CARE BABY S ECONOMY 48,6.0,Rs 7200.00,#1684
2026-01-19 15:05:21.088458,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1683
2026-01-19 15:05:21.088458,RULIANG CHARGING LIGHT RL6006S,1.0,Rs 400.00,#1683
2026-01-19 15:02:55.493088,HEATER U ROD 900W,1.0,Rs 350.00,#1682
2026-01-19 15:01:10.931390,SHARP REMOTE,1.0,Rs 200.00,#1681
2026-01-19 15:00:50.243028,RECHARBLE TORCH JY1808,1.0,Rs 410.00,#1680
2026-01-19 15:00:50.243028,RUILANG EMERGENCY LIGHT RL 6006,1.0,Rs 350.00,#1680
2026-01-19 15:00:50.243028,UNIPEC 4V0.4A,2.0,Rs 190.00,#1680
2026-01-19 15:00:50.243028,SD8672 FLASHLIGHT,1.0,Rs 195.00,#1680
2026-01-19 14:54:49.506629,LED CHARGING BULB FAE-3920,2.0,Rs 1300.00,#1679
2026-01-19 14:51:25.047090,EMERGENCY BULB 5W 005,1.0,Rs 1450.00,#1678
2026-01-19 14:44:52.107656,NATIONAL ELECTRIC KETTLE 2.0LITER,1.0,Rs 3200.00,#1677
2026-01-19 14:36:04.267968,[REFUND] HUNDRED FOD HUMIDIFIER V32,-1.0,Rs -4800.00,REFUND #1676
2026-01-19 14:34:56.899741,HUNDRED FOD HUMIDIFIER V32,1.0,Rs 4800.00,#1675
2026-01-19 14:25:13.811679,LED CHARGING BULB FAE-3920,60.0,Rs 34800.00,#1674
2026-01-19 14:14:32.321231,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1673
2026-01-19 14:14:21.823920,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1672
2026-01-19 14:09:31.848094,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1671
2026-01-19 14:07:39.560517,HEATER ROD NUT,2.0,Rs 190.00,#1670
2026-01-19 13:59:39.648154,GT 9W DC BULB,1.0,Rs 150.00,#1669
2026-01-19 13:59:34.016459,GT 9W DC BULB,1.0,Rs 150.00,#1668
2026-01-19 12:33:38.155130,SOGO 10W T5 LED EMERGENCY LIGHT,1.0,Rs 500.00,#1667
2026-01-19 12:27:31.002727,SHEILD FEEDER 250ML,1.0,Rs 140.00,#1666
2026-01-19 12:19:40.360961,ANOLEC EMERGENCY BATTERY AL-6600,1.0,Rs 2500.00,#1665
2026-01-19 12:19:40.360961,AONELEC RECHARGEABLE LIGHT,1.0,Rs 3000.00,#1665
2026-01-19 11:30:54.133343,LOCAL KETTLE 2LTR,5.0,Rs 4750.00,#1664
2026-01-19 11:21:25.334919,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1663
2026-01-19 11:13:51.252260,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1662
2026-01-19 11:04:08.600474,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1661
2026-01-19 10:59:27.580961,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1660
2026-01-19 10:52:35.714912,BLUE PATRI CHAKOR LIGHT SMALL,1.0,Rs 160.00,#1659
2026-01-19 10:50:54.784872,CARE BABY WIPES,12.0,Rs 1500.00,#1658
2026-01-19 10:48:34.533813,CARE BABY NB ECONOMY 52,8.0,Rs 9600.00,#1657
2026-01-19 10:48:34.533813,CARE BABY S ECONOMY 48,2.0,Rs 2400.00,#1657
2026-01-19 10:48:34.533813,CARE BABY M ECONOMY 44,2.0,Rs 2400.00,#1657
2026-01-19 10:48:34.533813,CARE BABY L ECONOMY 40,4.0,Rs 4800.00,#1657
2026-01-19 10:48:34.533813,CARE BABY M MEGA 72,2.0,Rs 3520.00,#1657
2026-01-19 10:48:34.533813,CARE BABY S JUMBO 96,2.0,Rs 4460.00,#1657
2026-01-19 10:48:34.533813,CARE BABY WIPES,12.0,Rs 1500.00,#1657
2026-01-19 10:44:28.982599,CARE BABY S MEGA 80,4.0,Rs 7040.00,#1656
2026-01-19 10:44:28.982599,CARE BABY M MEGA 72,4.0,Rs 7040.00,#1656
2026-01-19 10:44:28.982599,CARE BABY L MEGA 64,4.0,Rs 7040.00,#1656
2026-01-19 10:44:28.982599,CARE BABY XL MEGA 58,4.0,Rs 7040.00,#1656
2026-01-19 10:44:28.982599,CARE BABY XXL MEGA 50,4.0,Rs 7040.00,#1656
2026-01-19 10:44:28.982599,CARE BABY WIPES,24.0,Rs 3000.00,#1656
2026-01-19 10:40:15.870841,CARE BABY S MEGA 80,2.0,Rs 3520.00,#1655
2026-01-19 10:40:15.870841,CARE BABY M MEGA 72,2.0,Rs 3520.00,#1655
2026-01-19 10:40:15.870841,CARE BABY L MEGA 64,2.0,Rs 3520.00,#1655
2026-01-19 10:40:15.870841,CARE BABY XL MEGA 58,2.0,Rs 3520.00,#1655
2026-01-19 10:40:15.870841,CARE BABY XXL MEGA 50,2.0,Rs 3520.00,#1655
2026-01-19 10:40:15.870841,CARE BABY NB ECONOMY 52,4.0,Rs 4800.00,#1655
2026-01-19 10:35:42.253744,CARE BABY S MEGA 80,2.0,Rs 3520.00,#1654
2026-01-19 10:35:42.253744,CARE BABY M MEGA 72,2.0,Rs 3520.00,#1654
2026-01-19 10:35:42.253744,CARE BABY L MEGA 64,2.0,Rs 3520.00,#1654
2026-01-19 10:35:42.253744,CARE BABY XL MEGA 58,2.0,Rs 3520.00,#1654
2026-01-19 10:35:42.253744,CARE BABY WIPES,8.0,Rs 0.00,#1654
2026-01-19 10:32:25.949187,YADO TRIMMER W301U,1.0,Rs 1250.00,#1653
2026-01-19 10:29:23.865817,F8 ROD ORIGINAL,1.0,Rs 700.00,#1652
2026-01-19 10:23:19.107969,PARAMOUNT LED BULB B22 12W,1.0,Rs 130.00,#1651
2026-01-19 10:19:03.558305,PARAMOUNT LED BULB E27 12W,2.0,Rs 260.00,#1650
2026-01-19 10:16:57.283663,DP LIGHT 9034B,1.0,Rs 700.00,#1649
2026-01-19 09:51:42.869371,LED REMOTE 015,1.0,Rs 130.00,#1648
2026-01-19 09:49:25.426805,LED REMOTE 015,2.0,Rs 260.00,#1647
2026-01-19 09:48:52.498027,LED REMOTE 015,1.0,Rs 130.00,#1646
2026-01-19 09:48:36.209832,PARAMOUNT LED BULB E27 12W,4.0,Rs 420.00,#1645
2026-01-19 09:48:36.209832,PARAMOUNT LED BULB B22 12W,6.0,Rs 630.00,#1645
2026-01-19 09:48:36.209832,MULTI PLUG 3,4.0,Rs 280.00,#1645
2026-01-19 09:48:36.209832,PARAMOUNT LED BULB 20W,1.0,Rs 220.00,#1645
2026-01-19 09:48:36.209832,MARWA PIANO BUTTON & SOCKET 16A,12.0,Rs 450.00,#1645
2026-01-18 21:08:27.453073,BLUE PATRI CHAKOR LIGHT SMALL,1.0,Rs 160.00,#1644
2026-01-18 21:07:42.028146,BLUE PATRI CHAKOR LIGHT SMALL,1.0,Rs 160.00,#1643
2026-01-18 21:06:59.900119,BLUE PATRI CHAKOR LIGHT SMALL,1.0,Rs 160.00,#1642
2026-01-18 21:02:11.595917,LOCAL KETTLE 2LTR,1.0,Rs 1100.00,#1641
2026-01-18 21:01:18.316085,UMBRELLA STEEL HANDLE,1.0,Rs 1250.00,#1640
2026-01-18 21:00:40.124536,DP RECHARGABLE LIGHT 707,1.0,Rs 620.00,#1639
2026-01-18 20:59:26.016922,RUILANG EMERGENCY LIGHT RL 6006,2.0,Rs 800.00,#1638
2026-01-18 20:59:26.016922,F8 ROD ORIGINAL,1.0,Rs 700.00,#1638
2026-01-18 19:43:37.612794,EMERGENCY BULB 5W 005,1.0,Rs 1300.00,#1637
2026-01-18 19:43:37.612794,LED CHARGING BULB FAE-3920,2.0,Rs 1240.00,#1637
2026-01-18 19:39:22.519394,LED CHARGING BULB FAE-3920,1.0,Rs 620.00,#1636
2026-01-18 19:32:37.577617,BLUE PATRI CHAKOR LIGHT SMALL,2.0,Rs 320.00,#1635
2026-01-18 19:31:18.072121,BLUE PATRI CHAKOR LIGHT SMALL,1.0,Rs 160.00,#1634
2026-01-18 19:28:15.288043,HG DUE 400B RECHARGEABLE LIGHT,1.0,Rs 1600.00,#1633
2026-01-18 19:20:44.043674,LOCAL KETTLE 2LTR,1.0,Rs 1100.00,#1632
2026-01-18 19:12:10.362037,F8 ROD ORIGINAL,1.0,Rs 700.00,#1631
2026-01-18 19:07:35.451152,NATIONAL BASE,1.0,Rs 380.00,#1630
2026-01-18 18:58:19.772149,MALE FEMALE PROCLYEN,2.0,Rs 300.00,#1629
2026-01-18 18:55:01.208962,LOCAL KETTLE 2LTR,4.0,Rs 4200.00,#1628
2026-01-18 18:48:12.076691,DALING TRIMMER DL-7103,1.0,Rs 1500.00,#1627
2026-01-18 18:46:16.271579,DALING TRIMMER DL-7103,1.0,Rs 1500.00,#1626
2026-01-18 18:34:58.414241,PROFESSION TRIMMER VINTAGE T9,1.0,Rs 900.00,#1625
2026-01-18 18:30:03.791493,LED CHARGING BULB FAE-3920,2.0,Rs 1400.00,#1624
2026-01-18 18:10:56.669927,hongxin 4w tube light,1.0,Rs 230.00,#1623
2026-01-18 18:09:42.982901,VASTIKA HAIR CREAM,1.0,Rs 220.00,#1622
2026-01-18 18:08:33.584503,BLAWLESS EYEBROW REMOVER,1.0,Rs 800.00,#1621
2026-01-18 17:47:45.459454,LED FLOOD LIGHT OUTDOOR,1.0,Rs 2000.00,#1588
2026-01-18 17:42:10.204945,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1587
2026-01-18 17:34:09.198578,PARAMOUNT LED BULB 20W,1.0,Rs 250.00,#1586
2026-01-18 17:34:01.597756,DUMY PRODUCTS 2,1.0,Rs 200.00,#1585
2026-01-18 17:31:42.473404,LED CHARGING BULB FAE-3920,2.0,Rs 1400.00,#1584
2026-01-18 17:31:16.574920,PROFESSION TRIMMER VINTAGE T9,1.0,Rs 900.00,#1583
2026-01-18 17:30:05.227783,FIBER UMBRELLA BIG,1.0,Rs 1000.00,#1582
2026-01-18 17:29:42.162236,[REFUND] WINER THERMOS 1.0L,-3.0,Rs -300.00,REFUND #1581
2026-01-18 17:29:42.095611,WINER THERMOS 1.0L,5.0,Rs 500.00,#1580
2026-01-18 17:29:13.398103,WINER THERMOS 1.0L,5.0,Rs 500.00,#1579
2026-01-18 17:24:26.460426,SOGO BATTERY JPN-750 6V 4.5A,1.0,Rs 1300.00,#1578
2026-01-18 17:21:34.238787,RULANG RL130 131,1.0,Rs 750.00,#1577
2026-01-18 17:20:12.574344,CHARGING LIGHT YK-8228,1.0,Rs 500.00,#1576
2026-01-18 17:19:29.954882,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1575
2026-01-18 17:15:03.106043,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1574
2026-01-18 17:12:36.951135,PROFESSION TRIMMER VINTAGE T9,1.0,Rs 900.00,#1573
2026-01-18 17:12:36.951135,KEMEI TRIMMER KM-5017,1.0,Rs 2100.00,#1573
2026-01-18 16:43:28.302748,RULANG RL130 131,1.0,Rs 750.00,#1572
2026-01-18 16:42:44.995984,RONGLI RJE ROD A0360,2.0,Rs 1560.00,#1571
2026-01-18 16:42:44.995984,PARAMOUNT LED BULB E27 12W,1.0,Rs 130.00,#1571
2026-01-18 16:35:44.175279,LED CHARGING BULB FAE-3920,2.0,Rs 1400.00,#1570
2026-01-18 16:21:52.047898,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1569
2026-01-18 16:13:08.774047,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1568
2026-01-18 16:04:45.042226,PHASSCO SEWING MACHINE LEAD LM01,1.0,Rs 270.00,#1567
2026-01-18 16:02:11.381087,RUILANG EMERGENCY LIGHT RL 6006,1.0,Rs 400.00,#1566
2026-01-18 15:36:25.736161,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1565
2026-01-18 15:33:34.028458,ALISHA SCRUB 250ML,1.0,Rs 300.00,#1564
2026-01-18 15:30:57.153027,CHARGING LIGHT YK-8228,1.0,Rs 500.00,#1563
2026-01-18 15:25:42.265758,PARAMOUNT LED BULB E27 12W,3.0,Rs 390.00,#1562
2026-01-18 15:22:12.223159,ONE STEP HAIR DRYER +AND STYLER,1.0,Rs 1850.00,#1561
2026-01-18 15:22:12.223159,KEMEI EPILATOR KM519A,1.0,Rs 2000.00,#1561
2026-01-18 15:21:26.887184,RUILANG EMERGENCY LIGHT RL 6006,3.0,Rs 1200.00,#1560
2026-01-18 15:16:17.348267,AONELEC RECHARGEABLE LIGHT,1.0,Rs 3100.00,#1559
2026-01-18 15:14:02.121116,LOCAL KETTLE 2LTR,1.0,Rs 1100.00,#1558
2026-01-18 15:10:28.761042,VACCUM BRUSH,1.0,Rs 800.00,#1557
2026-01-18 15:09:01.381686,F9 ROD ORIGINAL,1.0,Rs 950.00,#1556
2026-01-18 15:04:37.192225,RONGLI RJE ROD A0360,1.0,Rs 750.00,#1555
2026-01-18 14:54:52.008664,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1554
2026-01-18 14:50:15.271486,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1553
2026-01-18 14:49:18.348039,JAPANI HEATER TRANSFORMER 75W,1.0,Rs 700.00,#1552
2026-01-18 14:47:25.244706,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1551
2026-01-18 14:42:29.567714,RUILANG BENERGENCY LIGHT RL-127,2.0,Rs 1400.00,#1550
2026-01-18 14:42:29.567714,HMA 2PIN SHOE HOLDER,2.0,Rs 100.00,#1550
2026-01-18 14:40:47.803381,LNIO EXTENSION LEED A705,1.0,Rs 450.00,#1549
2026-01-18 14:40:47.803381,MECHICO FEEDER 275ML,1.0,Rs 200.00,#1549
2026-01-18 14:38:10.278052,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1548
2026-01-18 14:38:10.278052,HG DUE HG 1664,1.0,Rs 2000.00,#1548
2026-01-18 14:34:08.604754,LED CHARGING BULB FAE-3920,3.0,Rs 2100.00,#1547
2026-01-18 14:34:08.604754,RUILANG BENERGENCY LIGHT RL-127,2.0,Rs 1400.00,#1547
2026-01-18 14:30:41.701318,EASTERN STAR CHINA ,1.0,Rs 400.00,#1546
2026-01-18 14:26:24.328458,CHARGING LIGHT YK-8228,1.0,Rs 500.00,#1545
2026-01-18 14:22:30.202071,BLUE PATRI CHAKOR LIGHT SMALL,1.0,Rs 160.00,#1544
2026-01-18 14:03:53.824446,RUILANG EMERGENCY LIGHT RL 6006,1.0,Rs 350.00,#1543
2026-01-18 14:03:53.824446,LED CHARGING BULB FAE-3920,2.0,Rs 1240.00,#1543
2026-01-18 13:58:42.354685,RUILANG EMERGENCY LIGHT RL 6006,6.0,Rs 2100.00,#1542
2026-01-18 13:58:23.893736,ANVIL HAIR COLOR V43 DARK BROWN,1.0,Rs 220.00,#1541
2026-01-18 13:49:12.671525,F8 ROD ORIGINAL,1.0,Rs 700.00,#1540
2026-01-18 13:46:45.630721,SOGO 10W T5 LED EMERGENCY LIGHT,1.0,Rs 650.00,#1539
2026-01-18 13:31:48.551174,HIGHT LIGHT HEAD LIGHT,1.0,Rs 400.00,#1538
2026-01-18 13:30:09.090011,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1537
2026-01-18 13:26:06.159563,KEMEI TRIMMER KM-5017,1.0,Rs 2100.00,#1536
2026-01-18 13:26:06.159563,PARAMOUNT LED BULB E27 12W,2.0,Rs 260.00,#1536
2026-01-18 13:24:39.029067,KEMEI TRIMMER KM-5017,1.0,Rs 2000.00,#1535
2026-01-18 13:11:05.861569,F9 ROD ORIGINAL,1.0,Rs 900.00,#1534
2026-01-18 13:05:16.071687,MARJAN LED LIGHT BF SMALL,1.0,Rs 120.00,#1533
2026-01-18 12:51:19.678166,EAGLE  VACUUM JUG 1.0L PLASTIC GLASS,1.0,Rs 1050.00,#1532
2026-01-18 12:42:21.132877,MARJAN LED LIGHT BF SMALL,1.0,Rs 160.00,#1531
2026-01-18 12:41:43.038218,ELETIK HAIR COLOR 45&43,3.0,Rs 600.00,#1530
2026-01-18 12:32:15.945525,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1529
2026-01-18 12:26:56.976240,SOGO BATTERY JPN-750 6V 4.5A,3.0,Rs 3900.00,#1528
2026-01-18 12:22:45.103816,F8 ROD ORIGINAL,1.0,Rs 700.00,#1527
2026-01-18 12:19:30.544213,NECK ROLL PATTI BARBAR,5.0,Rs 1000.00,#1526
2026-01-18 12:15:57.458881,NOWAKE CRYSTAL JUG AMSONS,1.0,Rs 500.00,#1525
2026-01-18 12:08:31.104152,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1524
2026-01-18 12:05:10.740498,ELETIK HAIR COLOR 45&43,2.0,Rs 440.00,#1523
2026-01-18 12:04:17.090499,ELETIK HAIR COLOR 45&43,1.0,Rs 220.00,#1522
2026-01-18 12:02:46.246104,SKB 50W LED FLOOD LIGHT,1.0,Rs 600.00,#1521
2026-01-18 12:02:46.246104,AMSON TELEPHONE DOOR BELL 389839,1.0,Rs 350.00,#1521
2026-01-18 11:47:06.039863,PANASONIC ORG MALYSIA,1.0,Rs 8500.00,#1520
2026-01-18 11:38:16.468821,GT WATER ROD 1200W,1.0,Rs 400.00,#1519
2026-01-18 11:35:33.272433,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1518
2026-01-18 11:29:16.814173,LED CHARGING BULB FAE-3920,10.0,Rs 6400.00,#1517
2026-01-18 10:59:55.886530,RECEL VACCUM JUG 2.0L,1.0,Rs 2850.00,#1516
2026-01-17 21:39:32.668962,F9 ROD ORIGINAL,1.0,Rs 900.00,#1515
2026-01-17 20:15:54.205116,REMOTE 1078 020 021 & ALL,1.0,Rs 300.00,#1514
2026-01-17 20:10:43.094193,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1513
2026-01-17 20:06:48.992606,LED CHARGING BULB FAE-3920,5.0,Rs 3500.00,#1512
2026-01-17 20:06:25.124774,LED CHARGING BULB FAE-3920,6.0,Rs 4200.00,#1511
2026-01-17 20:03:02.827816,LED CHARGING BULB FAE-3920,6.0,Rs 4200.00,#1510
2026-01-17 19:51:14.056212,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1509
2026-01-17 19:37:37.843798,BABY SMALL UMBRELLA,1.0,Rs 340.00,#1508
2026-01-17 19:28:24.549538,LED CHARGING BULB FAE-3920,2.0,Rs 1300.00,#1507
2026-01-17 19:24:40.876055,HG DUE HG 1664,1.0,Rs 2000.00,#1506
2026-01-17 19:24:22.976394,LED CHARGING BULB FAE-3920,2.0,Rs 1300.00,#1505
2026-01-17 19:22:25.172295,POTATO SLICER H001,1.0,Rs 3400.00,#1504
2026-01-17 19:19:29.561056,DALING TRIMMER DL-0031,1.0,Rs 2500.00,#1503
2026-01-17 19:15:08.925789,YADO TRIMMER W301U,1.0,Rs 1250.00,#1502
2026-01-17 19:08:07.516528,HEATER ROD SIMPLE,2.0,Rs 300.00,#1501
2026-01-17 19:01:53.726302,HG DUE 400B RECHARGEABLE LIGHT,1.0,Rs 1600.00,#1500
2026-01-17 19:01:12.796441,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1499
2026-01-17 19:00:22.601530,HG DUE 400B RECHARGEABLE LIGHT,1.0,Rs 1600.00,#1498
2026-01-17 18:47:11.491870,LED CHARGING BULB FAE-3920,1.0,Rs 650.00,#1497
2026-01-17 18:44:27.891823,LED CHARGING BULB FAE-3920,3.0,Rs 2100.00,#1496
2026-01-17 18:36:40.017925,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1495
2026-01-17 18:36:40.017925,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1495
2026-01-17 18:35:29.209639,HOME LIFE 20 CYLINDER REGULATOR H-74,2.0,Rs 740.00,#1494
2026-01-17 18:35:29.209639,NICE TECH 20 GAS REGULATOR MODEL 81,2.0,Rs 760.00,#1494
2026-01-17 18:35:29.209639,NICE TECH REGULATOR 83,4.0,Rs 920.00,#1494
2026-01-17 18:35:29.209639,GR 2023 HIGH PRESSURE REGULATOR,4.0,Rs 1120.00,#1494
2026-01-17 18:28:05.275645,F8 ROD ORIGINAL,1.0,Rs 700.00,#1493
2026-01-17 18:24:49.230326,SD8670 FLASHLIGHT,3.0,Rs 450.00,#1492
2026-01-17 18:24:49.230326,AONELEC RECHARGEABLE LIGHT,1.0,Rs 3000.00,#1492
2026-01-17 18:24:49.230326,DP RECHARGABLE LIGHT 707,1.0,Rs 570.00,#1492
2026-01-17 18:23:17.595115,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1491
2026-01-17 18:20:01.661519,SD8670 FLASHLIGHT,1.0,Rs 200.00,#1490
2026-01-17 18:19:05.914037,BABY SMALL UMBRELLA,1.0,Rs 340.00,#1489
2026-01-17 18:15:40.222956,HG DUE 400B RECHARGEABLE LIGHT,1.0,Rs 1600.00,#1488
2026-01-17 18:15:40.222956,GT WATER ROD 1500W,1.0,Rs 450.00,#1488
2026-01-17 18:08:44.986818,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1487
2026-01-17 18:02:50.109373,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1486
2026-01-17 17:57:30.296970,[REFUND] LED CHARGING BULB FAE-3920,-1.0,Rs -650.00,REFUND #1485
2026-01-17 17:30:08.856830,CHARGING LIGHT YK-8228,1.0,Rs 500.00,#1484
2026-01-17 17:29:23.927459,SHARP REMOTE,1.0,Rs 200.00,#1483
2026-01-17 17:29:10.096054,AL KARAM BATTERY CONTROLLER 30A,1.0,Rs 1700.00,#1482
2026-01-17 17:29:10.096054,LED CHARGING BULB FAE-3920,1.0,Rs 650.00,#1482
2026-01-17 17:27:12.502914,CHARGING LIGHT YK-8228,1.0,Rs 500.00,#1481
2026-01-17 17:24:41.338467,F8 ROD ORIGINAL,1.0,Rs 700.00,#1480
2026-01-17 17:23:31.848800,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1479
2026-01-17 17:22:52.152637,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1478
2026-01-17 17:21:38.174336,LED CHARGING BULB FAE-3920,1.0,Rs 650.00,#1477
2026-01-17 17:18:05.615382,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1476
2026-01-17 17:11:19.872688,HG DUE 400B RECHARGEABLE LIGHT,1.0,Rs 1600.00,#1475
2026-01-17 17:07:55.707401,REMOTE 1078 020 021 & ALL,1.0,Rs 300.00,#1474
2026-01-17 17:07:24.009784,HG RECHARGABLE LIGHT HG716,1.0,Rs 680.00,#1473
2026-01-17 17:07:24.009784,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1473
2026-01-17 16:52:20.153317,CHARGING LIGHT YK-8228,1.0,Rs 600.00,#1472
2026-01-17 16:38:39.437942,F8 ROD ORIGINAL,1.0,Rs 700.00,#1471
2026-01-17 16:38:39.437942,PROFESSION TRIMMER VINTAGE T9,1.0,Rs 900.00,#1471
